source_sheet,serial_no,budget_head,scheme_name,ftr_hq,shq,work_site,executive_agency,aa_es_ref,sanctioned_amount,date_ts,date_tender,date_acceptance,date_award,time_allowed_days,pdc_agreement,revised_pdc,actual_completion_date,firm_name,physical_progress,progress_status,expdr_upto_31mar25,expdr_cfy,total_expdr,percent_expdr,remarks,serial_no_1
REN OF NRB,67,OB(BS),Ren of NRB,Rajasthan,JSMR(S),Renovation/Upgradation of Quarter Guard at Bn HQ BSF Campus Dabla-I of 56 Bn (Now 154 Bn) under SHQ JSMR(S),Dept,FHQ O/No. 6232-41 dtd 30.05.2024,36.24,2024-11-08,,,2025-05-26,,2026-02-02,,,,45.0,,0.0,0.0,0.0,0.0,Work in progress,
REN OF NRB,68,OB(BS),Ren of NRB,Rajasthan,JSMR(S),Renovation/Upgradation of SO's Mess at Bn HQ BSF Campus Dabla-I of 56 Bn (Now 154 Bn) under SHQ JSMR(S),Dept,FHQ O/No. 6224-31 dtd 30.05.2024,28.84,,,,2025-05-26,,2026-02-02,,,,45.0,,0.0,0.0,0.0,0.0,Work in progress,
REN OF NRB,69,OB(BS),Ren of NRB,Rajasthan,JSMR(S),Renovation/Upgradation of MI Room at Bn HQ BSF Campus Dabla-I of 56 Bn (Now 154 Bn) under SHQ JSMR(S),Dept,FHQ O/No. 6242-49 dtd 30.05.2024,27.37,,,,2025-05-26,,2026-02-02,,,,70.0,,0.0,0.0,0.0,0.0,Work in progress,
REN OF NRB,70,OB(BS),Ren of NRB,Rajasthan,FTR RAJ,Renovation/Upgradation of Guard Room 03 Nos. under Ftr HQ BSF Rajasthan,Dept,FHQ O/No. 6645-52 dtd 31.05.2024,18.61,2024-07-12,2024-08-23,2024-09-18,2024-09-18,,2025-05-29,,,,80.0,,0.0,12.7,12.7,68.24,Work in progress,
REN OF NRB,71,OB(BS),Ren of NRB,Rajasthan,FTR RAJ,Renovation/Upgradation of Quarter Guard under Ftr HQ BSF Rajasthan,Dept,FHQ O/No. 6653-58 dtd 31.05.2024,27.47,2024-07-22,2024-08-05,2024-09-09,2024-09-17,,2025-05-21,,,,95.0,,12.32,5.86,18.18,66.18,Work in progress,
REN OF NRB,72,OB(BS),Ren of NRB,Rajasthan,FTR RAJ,Renovation/Upgradation of SO's Mess 8 Suit (More than 20 years) at Ftr location under Ftr HQ BSF Rajasthan,Dept,FHQ O/No. 6659-65 dtd 31.05.2024,33.89,2024-07-12,2024-08-16,2024-09-04,2024-09-12,,2025-05-21,,,,40.0,,0.0,0.0,0.0,0.0,Work in progress,
REN OF NRB,73,OB(BS),Ren of NRB,Rajasthan,FTR RAJ,Renovation/Upgradation of provisioning complex (more than 20 years) at Ftr location under Ftr HQ BSF Rajasthan,Dept,FHQ O/No. 6405-11 dtd 31.05.2024,33.34,2024-08-29,2024-08-30,2024-09-18,2024-09-18,,2025-05-29,,,,70.0,,0.0,10.15,10.15,30.44,Work in progress,
REN OF NRB,74,OB(BS),Ren of NRB,Rajasthan,FTR RAJ,Renovation/Upgradation of 'A' Block Jawan Barrack at  Ftr HQ BSF Rajasthan,Dept,FHQ O/No. 6412-18 dtd 31.05.2024,80.82,2024-07-01,2024-08-09,2024-09-04,2024-09-18,,2025-07-14,,,,45.0,,15.42,0.0,15.42,19.08,Work in progress,
REN OF NRB,75,OB(BS),Ren of NRB,Rajasthan,FTR RAJ,Renovation/Upgradation of 'B' Block Jawan Barrack at  Ftr HQ BSF Rajasthan,Dept,FHQ O/No. 4530-36 dtd 09.05.2024,65.72,2024-06-04,2024-08-08,2024-09-09,2024-09-17,,2025-09-17,,,,40.0,,0.0,7.85,7.85,11.94,Work in progress,
REN OF NRB,76,OB(BS),Ren of NRB,Rajasthan,FTR RAJ,Renovation/Upgradation of 'C' Block Jawan Barrack at  Ftr HQ BSF Rajasthan,Dept,FHQ O/No. 4547-54 dtd 09.05.2024,80.12,2024-05-31,2024-08-06,2024-08-30,2024-09-09,,2025-07-09,,,,40.0,,18.49,2.2,20.689999999999998,25.82,Work in progress,
REN OF NRB,77,OB(BS),Ren of NRB,Rajasthan,FTR RAJ,Renovation/Upgradation of 'D' Block Jawan Barrack at  Ftr HQ BSF Rajasthan,Dept,FHQ O/No. 6419-25 dtd 31.05.2024,65.26,2024-07-30,2024-08-05,2024-08-30,2024-09-09,,2025-09-08,,,,40.0,,0.0,18.8,18.8,28.81,Work in progress,
REN OF NRB,78,OB(BS),Ren of NRB,Rajasthan,FTR RAJ,Renovation/Upgradation of Adm Block at  Ftr HQ BSF Rajasthan,Dept,FHQ O/No. 6666-72 dtd 31.05.2024,68.93,2024-08-06,2024-08-08,2024-09-09,2024-09-17,,2025-09-17,,,,35.0,,4.94,15.85,20.79,30.16,Work in progress,
REN OF NRB,1,OB(BS),Ren of NRB,Gujarat,FTR GUJ,Improvement of 06 Nos 20 men Jawan Barrack at FTR HQ BSF Gujarat,Dept,FHQ O/ No. 123/d-III/ OB-reno/26(351) /2024/ engg/ BSF/3095 - 3102 dtd 23/04/2024,39.32884,2024-07-23,2024-12-12,2025-03-06,2025-04-09,,,,,,35.0,,0.0,7.8,7.8,19.83,work in progress,
REN OF NRB,2,OB(BS),Ren of NRB,Gujarat,BMR,Renovation and up-gradation of electric sub-station at BN HQ  Campus -IV of 142 BN (Now 76 BN) under SHQ BSF Barmer.,Dept,MHANO. 112/D-III/OB -RENO/ 26(363)/ 2024-ENGG/ BSF/ 2523-31 DTD 18/04/2024,10.08581,2024-09-01,2024-10-21,,2024-11-26,,2025-06-07,,,,100.0,,0.0,6.05,6.05,59.99,work completed,
REN OF NRB,3,OB(BS),Ren of NRB,Gujarat,BMR,Renovation and up-gradation of MI room building at BN HQ of 142 BN Jalipa Camp (Now 76 BN) under SHQ BSF Barmer.,Dept,MHA/No. 123/d-III/ OB-reno/26(355)/2024/ engg/ BSF/3225-31 dtd 23-04-2024,22.96106,2024-08-23,2024-08-23,,2024-11-18,,2025-05-20,,,,100.0,,0.0,6.09,6.09,26.52,work in progress,
REN OF NRB,4,OB(BS),Ren of NRB,Gujarat,BMR,Renovation and up-gradation of Magazine building Q/guard  at BN HQ Campus-III of 13 BN BSF  under SHQ BSF Barmer.,Dept,MHA/No. 123/d-III/ OB-reno/26(352)/2024/ engg/ BSF/3102-08 dtd 23/04/2024,20.86,2024-08-23,2024-08-23,,2024-11-18,,2025-05-20,,,,40.0,,0.0,5.48,5.48,26.27,work in progress,
REN OF NRB,5,OB(BS),Ren of NRB,Gujarat,BMR,Renovation and up-gradation of MI room building of 13 BN BSF (BN HQ Magra)  under SHQ BSF Barmer.,Dept,MHA/ NO. 112/D-III/OB-RENO/26(354)/2024/ENGG/ BSF/ 2576-84DTD 18/04/2024,25.52577,2024-08-23,2024-08-23,,2024-11-18,,2025-05-20,,,,25.0,,0.0,1.07,1.07,4.19,work in progress,
REN OF NRB,6,OB(BS),Ren of NRB,Gujarat,BMR,Renovation and up-gradation of Garrage at BN HQ Campus-III of 13 BN BSF  under SHQ BSF Barmer.,Dept,MHA/ NO. 112/D-III/OB-RENO/26(356)/2024/ENGG/ BSF/ 2585-93 DTD 18/04/2024,19.27314,2024-09-01,2024-10-14,,2024-11-26,,2025-06-07,,,,100.0,,0.0,14.52,14.52,75.34,work in progress,
REN OF NRB,7,OB(BS),Ren of NRB,Gujarat,BMR,Renovation and up-gradation of ADM block at BN HQ Campus-III of 13 BN BSF  under SHQ BSF Barmer.,Dept,MHA/No. 123/d-III/ OB-reno/26(353)/2024/ engg/ BSF/3109-16 dtd 23/04/2024,24.83465,2024-08-23,2024-08-23,,2024-11-18,,2025-05-20,,,,40.0,,0.0,6.92,6.92,27.86,work in progress,
REN OF NRB,8,OB(BS),Ren of NRB,Gujarat,BMR,Renovation and up-gradation of New MT garage at BN HQ Campus-I of 115 BN BSF (Now 83 BN) under SHQ BSF Barmer.,Dept,MHA / No. 123/d-III/ OB-reno/26(359)/2024/ engg/ BSF/3117-24dtd 23/04/2024,25.8774,2024-10-01,2024-10-14,,2024-11-26,,2025-06-07,,,,100.0,,0.0,19.2,19.2,74.2,work in progress,
REN OF NRB,9,OB(BS),Ren of NRB,Gujarat,BMR,Renovation and up-gradation of MI room at BSF Campus-I of 115 BN BSF (Now 83 BN) under SHQ BSF Barmer.,Dept,MHA/No. 123/d-III/ OB-reno/26(366)/2024/ engg/ BSF/2444-52 dtd 18/04/2024,25.67113,2024-08-19,2024-08-23,,2024-11-18,,2025-05-20,,,,50.0,,0.0,5.9,5.9,22.98,work in progress,
REN OF NRB,10,OB(BS),Ren of NRB,Gujarat,BMR,Renovation and up-gradation of trade man shop (Now signal centre) at BN HQ Campus-I of 115 BN BSF (Now 83 BN) under SHQ BSF Barmer.,Dept,MHA/NO. 112/D-III/OB-RENO/26(360)/2024-ENGG/BSF/ 2558-66 DTD 18/04/2024,12.27625,2024-08-18,2024-08-23,,2024-11-18,,2025-05-20,,,,25.0,,0.0,0.6,0.6,4.89,work in progress,
REN OF NRB,11,OB(BS),Ren of NRB,Gujarat,BMR,Renovation and up-gradation of signal center (Now DC(G) office) at BN HQ BSF Campus-I of 115 BN BSF (Now 83 BN) under SHQ BSF Barmer.,Dept,MHA/NO. 112/D-III/OB-RENO/26(362)/2024-ENGG/BSF/ 2567-75 DTD 18/04/2024,9.8938,2024-08-16,2024-08-23,,2024-11-18,,,,,,40.0,,0.0,1.75,1.75,17.69,work in progress,
REN OF NRB,12,OB(BS),Ren of NRB,Gujarat,BMR,Renovation and up-gradation of 120 men jawan barrack  at BN HQ Campus-II of 50 BN BSF (Now 28 BN) under SHQ BSF Barmer.,Dept,MHA/NO. 112/D-III/OB-RENO/26(364)/2024-ENGG/BSF/ 2514-22DTD 18/04/2024,192.74435,,2025-04-09,,2025-08-25,,,,,,5.0,,0.0,1.87,1.87,0.97,work awarded on 25.08.25,
REN OF NRB,13,OB(BS),Ren of NRB,Gujarat,BMR,Renovation and up-gradation of MT/barrack store at BN HQ Campus-II of SHQ BSF Barmer.,Dept,MHA/NO. 112/D-III/OB-RENO/26(358) 2024/ENGG/BSF/ 2541-48 DTD 18/04/2024,25.76838,2024-08-18,2024-08-23,,2024-11-26,,2025-05-20,,,,40.0,,0.0,1.33,1.33,5.16,work in progress,
REN OF NRB,14,OB(BS),Ren of NRB,Gujarat,BMR,Renovation and up-gradation of MI room at BN HQ Campus-II of 50 BN BSF (Now 28 BN) under SHQ BSF Barmer.,Dept,MHA/NO. 112/D-III/OB-RENO/26(367) 2024/ENGG/BSF/ 2463-61 DTD 18/04/2024,25.58978,2024-08-22,2024-08-23,,2024-11-18,,2025-05-20,,,,55.0,,0.0,5.58,5.58,21.81,work in progress,
REN OF NRB,15,OB(BS),Ren of NRB,Gujarat,BMR,Renovation and up-gradation of SO'S mess at BN HQ Campus-II of 50 BN BSF (Now 28 BN) under SHQ BSF Barmer.,Dept,MHA/NO. 112/D-III/OB RENO/26(365)/2024-ENGG/BSF/2505-13 DTD 18/04/2024,43.39484,2024-09-27,2024-10-14,,2024-11-26,,2025-06-07,,,,20.0,,0.0,1.12,1.12,2.58,work in progress,
REN OF NRB,16,OB(BS),Ren of NRB,Gujarat,BMR,Renovation and up-gradation of Quarter Guard at BN HQ Campus-II of 50 BN BSF (Now 28 BN) under SHQ BSF Barmer.,Dept,MHA/NO. 112/D-III/OB RENO/26(357)/2024-ENGG/BSF/2549-57DTD 18/04/2024,31.02065,2024-08-19,2024-08-23,,2024-11-18,,2025-05-20,,,,60.0,,0.0,12.17,12.17,39.23,work in progress,
REN OF NRB,17,OB(BS),Ren of NRB,Gujarat,BMR,Renovation and up-gradation of electric sub-station at BN HQ Campus-II of 50 BN BSF (Now 28 BN) under SHQ BSF Barmer.,Dept,MHA/NO. 112/D-III/OB RENO/26(361)/2024-ENGG/BSF2532-40 DTD 18/04/2024,9.67214,2024-08-22,2024-08-23,,2024-11-18,,2025-05-20,,,,100.0,,0.0,3.3,3.3,34.12,work in progress,
REN OF NRB,18,OB(BS),Ren of NRB,Gujarat,BHUJ,Renovation/ Up-Gradation of Adm Block of 108 bn (Now 18 Bn)BSF campus -I under SHQ BSF Bhuj,Dept,MHA/No. 123/d-III/ OB-reno/26(346)/2024/ engg/ BSF/3057-64dtd 23/04/2024,36.75109,,2024-08-21,,2024-12-11,,2025-04-26,,,,62.0,,0.0,20.16,20.16,54.86,work in progress,
REN OF NRB,19,OB(BS),Ren of NRB,Gujarat,BHUJ,Renovation/ Up-Gradation of Quarter guard Building  of 108 bn HQ (Now 03Bn)BSF under SHQ BSF Bhuj,Dept,MHA/No. 123/d-III/ OB-ENO/26(347)/2024/ engg/ BSF/3062-72 dtd 23/04/2024,33.40425,,2024-09-13,,2024-12-20,,2025-06-18,,,,100.0,,0.0,12.37,12.37,37.03,work in progress,
REN OF NRB,20,OB(BS),Ren of NRB,Gujarat,BHUJ,Renovation/ Up-Gradation of Quarter master  building  of 108 bn (Now 18 Bn)BSF campus -I under SHQ BSF Bhuj,Dept,MHA/No. 123/d-III/ OB-reno/26(348)/2024/ engg/ BSF/3073-80 dtd 23/04/2024,34.17604,,2024-08-21,2024-10-14,2024-11-12,,2025-04-27,,,,95.0,,0.0,22.66,22.66,66.3,work in progress,
REN OF NRB,21,OB(BS),Ren of NRB,Gujarat,BHUJ,Renovation/ Up-Gradation of MT Garrage building   of 105 bn (Now 18 Bn)BSF campus -I under SHQ BSF Bhuj,Dept,MHA/ No. 123/d-III/ OB-reno/26(349)/2024/ engg/ BSF/3081-88 dtd 23/04/2024,10.24141,,,,,,,,,,,,,,0.0,0.0,case for revised sanction has been submitted to FHQ by  HQ SDG (WC)  through e-office on 16.06.25.Some observation raised by  FHQ and same is under rectification at SHQ.,
REN OF NRB,22,OB(BS),Ren of NRB,Gujarat,BHUJ,Renovation / Up gradation of 120 Men Jawan Barrack under occupation of 150 Bn (Now 74 Bn) Gandhidham under SHQ BSF Bhuj,Dept,MHA/No. 123/d-III/ OB-reno/26(350)/2024/ engg/ BSF/3233-41...dtd 23/04/2024,52.96646,,2024-08-21,,2024-12-20,,2025-06-18,,,,75.0,,0.0,35.24,35.24,66.53,Work in progress,
REN OF NRB,23,OB(BS),Ren of NRB,Gujarat,GNR,Renovation  / Up gradation So's mess at BSF campus Gandhiangar held in charge of 63 Bn BSF (Now 194 Bn) under SHQ BSF Gandhinagar (Civil/Elect works),Dept,MHA/ NO. 123/D--III/ OB-RENO/26(337) / 2024- ENGG-BSF/ 3018-26 DTD 22/04/2024,23.49639,,2024-11-17,2025-05-16,2025-05-29,,2025-11-25,,,,5.0,,0.0,0.0,0.0,0.0,Final action notice issued to firm by CTA on 19.08.2025 for forefit of PG.,
REN OF NRB,24,OB(BS),Ren of NRB,Gujarat,GNR,Renovation / Up gradation So's mess at BSF campus Deantiwada held in charge of 109 Bn BSF (Now 123 Bn) under SHQ BSF Gandhinagar (Civil/Elect works),Dept,MHA/ NO. 123/D--III/ OB-RENO/26(338) / 2024- ENGG-BSF/ 3009-3018 DTD 22/04/2024,23.49639,,2024-11-26,,2025-03-11,,2025-09-03,,,,55.0,,0.0,11.68,11.68,49.71,Work in progress.,
REN OF NRB,25,OB(BS),Ren of NRB,Gujarat,GNR,RENOVATION / Up gradation MI Room at BSF campus Gandhiangar held in charge of 63 Bn BSF (Now 194 Bn) under SHQ BSF Gandhinagar (Civil/Elect works),Dept,MHA/ NO. 112/D-III /OB-RENO/ 26(339)2024-ENGG/ BSF/ 2985-93 DTD 22/04/2024,15.6066,,2024-11-17,,2025-03-11,,2025-09-03,,,,38.0,,0.0,2.69,2.69,17.24,work in  progress.,
REN OF NRB,26,OB(BS),Ren of NRB,Gujarat,GNR,RENOVATION / Up gradation MT Complex at BSF campus Gandhiangar held in charge of 63 Bn BSF (Now 194 Bn) under SHQ BSF Gandhinagar (Civil/Elect works),Dept,MHA/ NO. 112/D-III OB RENO / 26(340)/2024-ENGG/BSF/ 2993-3000 DTD 22/04/2024,16.34559,,2024-11-17,,2025-03-11,,2025-09-03,,,,65.0,,0.0,4.6,4.6,28.14,work in  progress.,
REN OF NRB,27,OB(BS),Ren of NRB,Gujarat,GNR,RENOVATION / Up gradation Quarter Guard at BSF campus Gandhiangar held in charge of 63 Bn BSF (Now 194 Bn) under SHQ BSF Gandhinagar (Civil/Elect works),Dept,MHA/ NO. 123/D--III/ OB-RENO/26(341) / 2024- ENGG-BSF/ 3001-08 DTD 22/04/2024,29.61,,2024-11-17,2025-05-31,2025-06-10,,,,,,11.0,,0.0,0.0,0.0,0.0,work in  progress.,
REN OF NRB,28,OB(BS),Ren of NRB,Gujarat,GNR,RENOVATION / Up gradation if 120 Men Barrack No. 01 of 109 Bn BSF (Now 123 Bn) under SHQ BSF Gandhinagar (Civil/Elect works),Dept,MHA/ No. 123/d-III/ OB-reno/26(342)/2024/ engg/ BSF/3242-50...dtd 25/04/2024,92.16639,,2024-08-27,,2024-12-03,,2025-06-18,,,,60.0,,0.0,27.88,27.88,30.25,Work in pregress,
REN OF NRB,29,OB(BS),Ren of NRB,Gujarat,GNR,Renovation Up gradation of 03 Nos Magazine buildings at BSF Campus Dantiwada held on charge 109 Bn (Now 123 Bn) under SHQ BSF Gandhiangar(Civil/Elect works),Dept,MHA/No. 123/d-III/ OB-reno/26(343)/2024/ engg/ BSF/3034-41 dtd 23/04/2024,19.12382,,2024-08-27,,2024-12-03,,2025-06-03,,,,71.0,,0.0,12.51,12.51,65.42,Work in progress,
REN OF NRB,30,OB(BS),Ren of NRB,Gujarat,GNR,Renovation Upgradation of Adm Block of 63 Bn (Now 194 Bn)  under SHQ BSF Gandhinagar (Civil/Elect works),Dept,MHA/No. 123/d-III/ OB-reno/26(344)/2024/ engg/ BSF/3042-48 dtd 23/04/2024,10.48198,,2024-11-17,,2025-02-16,,2025-08-05,,,,63.0,,0.0,3.79,3.79,36.16,Work in progress,
REN OF NRB,31,OB(BS),Ren of NRB,Gujarat,GNR,RENOVATION / Up gradation if 120 Men Barrack No. 02 of 109 Bn BSF (Now 123 Bn) under SHQ BSF Gandhinagar (Civil/Elect works),Dept,MHA/No. 123/d-III/ OB-reno/26(345)/2024/ engg/ BSF/3049-56 dtd 23/04/2024,92.16639,,2024-08-27,,2024-12-03,,2025-06-03,,,,65.0,,0.0,19.4,19.4,21.05,Work in progress,
REN OF NRB,1,OB(BS),Ren of NRB,STC K/CAMP,K/CAMP,Renovation/Up-gradation of 120 MEN Barrack(05 Nos)at STC BSF Kharkan camp,Dept,7497-7504 dtd 26.06.24,302.07,2024-11-26,2025-02-18,,2025-06-25,,,,,,10.0,,0.0,26.09,26.09,8.64,"Work in progress, 1st RA Billl pending with PAD of Rs. 17,86,925/-",
REN OF NRB,2,OB(BS),Ren of NRB,STC K/CAMP,K/CAMP,Renovation/Up-gradation of Administrative Block at STC BSF Kharkan camp,Dept,3350-57 dtd 26 April  2024,11.0,2024-05-20,2024-05-30,2024-06-20,2024-07-04,,,,,M/S Harish Bedi,100.0,,12.03,0.0,12.03,109.36,Work Completed Final Bill Paid to Firm,
REN OF NRB,3,OB(BS),Ren of NRB,STC K/CAMP,K/CAMP,Renovation /Up gradation of AV Hall(Drill Shed) at STC BSF kharkan camp,Dept,3342-49 dtd 26 April 2024,17.94,2024-07-18,2024-07-19,2024-08-12,2024-08-14,,,2025-03-20,,M/S Harish Bedi,90.0,,9.89,0.0,9.89,55.13,Civil work completed final bill under preparation & Electrical Work in Progress,
REN OF NRB,4,OB(BS),Ren of NRB,STC K/CAMP,K/CAMP,Renovation /up-gradation of Community Amenity Centre at BSF Kharkan camp,Dept,3374-80 dtd 26 April 2024,21.75,2024-08-14,2024-08-14,2024-07-28,2024-12-23,,,,,"M/S Vivek sharma, Jalandhar",100.0,,9.34,12.66,22.0,101.15,Work Completed final bill under preparation,
REN OF NRB,5,OB(BS),Ren of NRB,STC K/CAMP,K/CAMP,Renovation /Up gradation of Faculty of Training $ Sheds Building at STC BSF Kharkan camp,Dept,3387-94 dtd 26 April 2024,10.42,2024-08-14,2024-08-14,2024-07-28,2024-11-22,,,,,"M/S Vivek sharma, Jalandhar",100.0,,0.0,11.41,11.41,109.5,"Work Completed Final bill pending with PAD Rs. 9,68,398/-",
REN OF NRB,6,OB(BS),Ren of NRB,STC K/CAMP,K/CAMP,Renovation/UP -gradation of Generator Cum Transformer Room at STC BSF Kharkan camp,Dept,3505-12 dtd 29 April 2024,13.06,2024-07-18,2024-07-19,2024-08-12,2024-08-14,,,,,M/S Harish Bedi,90.0,,11.79,0.0,11.79,90.28,"Civil Work Completed, Final bill pending with PAD Rs.5,58,258/- & Electrical work in progress",
REN OF NRB,7,OB(BS),Ren of NRB,STC K/CAMP,K/CAMP,Renovation /Up-gradation of Magazine Building at STC BSF Kharkan camp.,Dept,3513-22 dtd 29 April 2024,9.0,2024-06-20,2024-07-02,2024-07-18,2024-07-18,,,,,M/S Harish Bedi,100.0,,8.32,1.29,9.61,106.78,Work Completed Final Bill Paid to Firm,
REN OF NRB,8,OB(BS),Ren of NRB,STC K/CAMP,K/CAMP,Renovation/Up-gradation of MI room at STC BSF Kharkan camp.,Dept,4893-4900 dtd 16 may 2024,11.8,2024-05-20,2024-05-30,2024-06-20,2024-07-04,,,,,M/S Harish Bedi,100.0,,12.62,0.0,12.62,106.95,Work Completed Final Bill Paid to Firm,
REN OF NRB,9,OB(BS),Ren of NRB,STC K/CAMP,K/CAMP,Renovation /Up-gradation of MT fleet at STC BSF kharkan camp.,Dept,4936-42 dtd 17 May 2024,12.38,2024-07-18,2024-07-19,2024-08-12,2024-08-14,,,,,M/S Harish Bedi,90.0,,7.42,2.43,9.85,79.56,"Civil Work Completed, & Electrical work in progress",
REN OF NRB,10,OB(BS),Ren of NRB,STC K/CAMP,K/CAMP,Renovation/Up-gradation of MTD Wing at STC BSF Kharkan camp.,Dept,5075-83 dtd 17 may 2024,16.46,2024-06-20,2024-07-02,2024-07-18,2024-07-18,,,,,M/S Harish Bedi,100.0,,16.77,1.02,17.79,108.08,Work Completed Final Bill Paid to Firm,
REN OF NRB,11,OB(BS),Ren of NRB,STC K/CAMP,K/CAMP,Renovation/Up-gradation of Tradesmen shop at STC BSF Kharkan camp,Dept,4885-92 dtd 16 may 2024,13.21,2024-07-18,2024-07-19,2024-08-12,2024-08-14,,,,,M/S Harish Bedi,90.0,,6.07,3.0,9.07,68.66,Work in progress,
REN OF NRB,12,OB(BS),Ren of NRB,STC K/CAMP,K/CAMP,Renovation/Up-gradation of Old  So`s Mess at STC BSF Kharkan camp.,Dept,4447-54 dtd 08 may 2024,23.64,2024-08-14,2025-01-10,2024-12-31,2025-01-30,,,,,M/S Harish Bedi,60.0,,7.88,0.0,7.88,33.33,Work in progress,
REN OF NRB,1,OB(BS),Ren of NRB,STC U/PUR,U/PUR,Renovation/ up-gradation of 120 men barrack HQ Coy at STC BSF Udhampur (Out lived more than 20 years),Dept,FHQ(Engg Dte) O/ No. 123 /D-III/OB-RENO /26(428)/2024-Engg/BSF/3389-95 dated 26.04.2024,75.12,2024-05-20,2024-08-03,2024-09-10,2024-09-14,,,,,"M/S Pratap Singh,
A-8/14, 2nd Floor, Sector – 15
Rohini
New Delhi - 110085",100.0,,17.74,46.02,63.760000000000005,84.88,Work completed final bill submitted to PAD,
REN OF NRB,2,OB(BS),Ren of NRB,STC U/PUR,U/PUR,Renovation/ up-gradation of 120 men barrack (Bhanwar Hostel) at STC BSF Udhampur (Out lived more than 20 years),Dept,FHQ(Engg Dte) O/ No. 123 /D-III/OB-RENO /26(429)/2024-Engg/BSF/3381-88 dated 26.04.2024,75.12,2024-05-20,2024-10-28,2024-11-30,2024-11-30,,,,,,100.0,,0.0,81.45,81.45,108.43,Work completed,
REN OF NRB,3,OB(BS),Ren of NRB,STC U/PUR,U/PUR,Renovation/ up-gradation of 120 men barrack (Pramod Hostel) at STC BSF Udhampur (Out lived more than 20 years),Dept,FHQ(Engg Dte) O/ No. 123 /D-III/OB-RENO /26(430)/2024-Engg/BSF/3366-73 dated 26.04.2024,59.72,2024-05-20,2024-06-05,2024-06-24,2024-07-04,,,,,"M/S Pratap Singh,
A-8/14, 2nd Floor, Sector – 15
Rohini
New Delhi - 110085",100.0,,48.1,15.45,63.55,106.41,Work completed,
REN OF NRB,4,OB(BS),Ren of NRB,STC U/PUR,U/PUR,Renovation/ up-gradation of 120 men barrack (Rockey Hostel) at STC BSF Udhampur (Out lived more than 20 years),Dept,FHQ(Engg Dte) O/ No. 123 /D-III/OB-RENO /26(431)/2024-Engg/BSF/3358-65 dated 26.04.2024,75.71,2024-05-20,2024-08-03,2024-09-10,2024-09-14,,,,,"Modi Construction
Govt Contractor
Modi Fruits Company
Mukherjee Nagar
Uidhampur - (J&K)",100.0,,33.15,15.11,48.26,63.74,Work completed,
REN OF NRB,5,OB(BS),Ren of NRB,STC U/PUR,U/PUR,Renovation/ up-gradation of 120 men barrack (Subendu Hostel) at STC BSF Udhampur (Out lived more than 20 years),Dept,FHQ(Engg Dte) O/ No. 123 /D-III/OB-RENO /26(432)/2024-Engg/BSF/3256-63 dated 26.04.2024,59.65,2024-05-20,2024-06-05,2024-06-24,2024-07-04,,,,,"M/S Pratap Singh,
A-8/14, 2nd Floor, Sector – 15
Rohini
New Delhi - 110085",100.0,,50.58,13.24,63.82,106.99,Work completed,
REN OF NRB,6,OB(BS),Ren of NRB,STC U/PUR,U/PUR,Renovation/ up-gradation of Officer Institute at STC BSF Udhampur (Out lived more than 20 years),Dept,FHQ(Engg Dte) O/ No. 123 /D-III/OB-RENO /26(433)/2024-Engg/BSF/3271-78 dated 26.04.2024,38.54,2024-05-20,2024-06-05,2024-06-26,2024-07-06,,,,,"Modi Construction
Govt Contractor
Modi Fruits Company
Mukherjee Nagar
Uidhampur - (J&K)",100.0,,22.71,18.04,40.75,105.73,Work completed,
REN OF NRB,7,OB(BS),Ren of NRB,STC U/PUR,U/PUR,Renovation/ up-gradation of MI Room at STC BSF Udhampur (Out lived more than 20 years),Dept,FHQ(Engg Dte) O/ No. 123 /D-III/OB-RENO /26(434)/2024-Engg/BSF/3279-86 dated 26.04.2024,28.26,2024-05-27,2024-08-03,2024-09-06,2024-09-06,,,,,"M/s Vakeel Singh, Ramban, J&K",100.0,,6.18,22.82,29.0,102.62,Work completed,
REN OF NRB,1,OB(BS),Ren of NRB,STC KMR,STC KMR,"Renovation/ Up-gradation  of Quarter Guard building/ SO's mess/MT Complex/ GO's mess/ 03 Nos 120 Men barrack (A, E & F Coy) outlive more than 20 years at STC BSF Kashmir",Dept,FHQ O/NO 4669-76 DTD10/05/24,396.28,2024-08-16,2024-08-16,2025-02-14,,,,,,,10.0,,0.0,0.0,0.0,0.0,WORK IN PROGRESS,
TRG INFRA,1,OB(BS),Trg Infra,STC KMR,KMR,Construction of 08 Nos Covered  / All Weather Squad Posts at STC BSF Kashmir,Dept,FHQ Sanction No. 123 / D-III / AUG-TRG-SCH/ 129 / 2023-Engg /BSF / 7229-35 dated 19/10/2023,50.12,2023-10-20,2023-10-20,2023-11-25,2023-12-02,,2024-03-12,,,M/S Manzoor Ahmed Dar,100.0,,46.99,0.0,46.99,93.75,Work Completed.,
TRG INFRA,2,OB(BS),Trg Infra,STC KMR,KMR,"Upgradation of existing 54 Nos Squad Posts and 08 Nos CLPs at  BSF Campus Humhuma, under STC BSF Kashmir.",Dept,FHQ Sanction No. 123 / D-III / AUG-TRG-SCH/ 104 / 2023-Engg /BSF / 7300-06 dated 20/10/2023,278.1,,2023-12-28,,2024-01-31,,2024-08-14,,,"G N Rather Koral Bagh, Budgam (J&K)",100.0,,139.29,73.78,213.07,76.62,"work completed .

4th and final bill under prepration",
